app_id,app_category,number_of_downloads,standard,standard_reason
75,Productivity,50M+,Good Standard,"The privacy policy is explicit, transparent, and comprehensive, adhering to many GDPR principles. This includes explanation of third-party affiliations (like Google Cloud and Amazon Web Services), purposeful and limited data collection (photos for editing, caching on cloud servers temporarily, etc.), storage limitation (photos are kept for only 24-48 hours), and high standards of data security (use of encryption and local storage of encryption keys). The policy also details how and when data is shared with affiliates and third-party platforms, demonstrating their adherence to the principle of transparency and lawfulness. Lastly, the policy spells out user rights in relation to data, such as the right to access, rectify, and erasure, which are all essential GDPR principles. The policy also gives special mention to European users and Californian residents, demonstrating adherence to regional privacy laws."
76,Business,50M+,Good Standard,"The provided privacy policy meets many of the key principles for good privacy policy standards as highlighted in GDPR Article 5 principles. The policy is transparent and provides clear, comprehensive information about what data is collected, such as email addresses, device information, data files and usage information. The data collection is for specified, explicit, and legitimate purposes and is limited to what is necessary for their services. The policy also ensures data accuracy by allowing users to modify or erase their data. The policy details robust security measures, highlighting that they store customer data on secure servers, transfer it securely, and keep it encrypted, thereby maintaining data confidentiality and integrity. Even though the policy mentions that they potentially store data indefinitely, it mitigates this issue by giving users the ability to request deletion. |"
77,Business,100K+,Good Standard,"The policy provided presents a good standard of a privacy policy. It outlines clear justifications for data collection based on principles of lawfulness—including consent, contractual necessity, legitimate interest, and legal obligation. It is transparent about its practices, including the use of artificial intelligence and machine learning for specific security and service delivery purposes. Furthermore, the policy explicitly informs individuals of their rights, the optional nature of data provision, and the implications of not providing requested information. The way they handle data aligns with the GDPR principles discussed above. However, it should be noted that the policy does not provide explicit information regarding storage limitation, data minimization, and specific security measures, which would otherwise strengthen its standard. The policy should be assessed in its complete context to ensure all areas are covered properly."
78,Business,100K+,Bad Standard,"The privacy policy lacks various key elements. It does not clearly state the legal basis for data processing, nor does it detail the specific purposes for which the data is collected. It does not mention how long the data will be stored, which might imply indefinite storage. While the policy discloses collection of personal and financial data, it does not assure users of the security measures employed to protect this data, compromising the principles of integrity and confidentiality. Additionally, there is no provision mentioned for the correction or updating of personal data. Finally, the language used is not easily understandable for an average user, which goes against the principle of transparency. This suggests non-compliance with various aspects of the GDPR Article 5 principles."
79,Business,100K+,Good Standard,"The privacy policy by Stafflinq adheres to the principles outlined in GDPR Article 5 indicating good privacy policy standards. It makes clear the legal basis for data processing as it argues that by using the service, users agree to the collection and use of their data as per this policy. There is transparency as it outlines the types of data collected (such as Personal Data, Usage Data and Cookies Data) and explains the reasons for the data collection, including providing and improving the service, enabling user participation, providing customer support etc. The policy is also transparent about the potential transfer of data across jurisdictions but assures reasonable measures are taken to ensure the security of user data. It demonstrates purpose limitation and data minimization by collecting potentially identifyable data only to provide and improve its service. Lastly, the policy provides a contact for users to ask questions or raise concerns about the policy, thus promoting transparency and fairness. Actions like periodic review of the policy and changes notification are aligned to the principle of transparency as well."
80,Business,100K+,Bad Standard,"The provided policy, while vast, does not abide by several crucial GDPR principles. It lacks detailed explanation of lawful basis for data processing, does not clearly state the purpose of data collection, and there's no mention of adherence to data minimisation. The policy fails to offer a clear mechanism for ensuring data accuracy, lacks a clear duration for which personal data will be stored, and doesn't mention specific security measures to ensure data's integrity and confidentiality. While this document mentions 'Privacy Policy,' it does not go into specifics, which leaves much of crucial information undisclosed. This policy fails to align with necessary transparency or communication in user-friendly language. |"
81,Business,100K+,Bad Standard,"The privacy policy is vague and doesn't sufficiently uphold the principles of transparency, purpose limitation, and data minimization. It mentions that data is shared within Verizon, with service providers, and others, without specifying who the ""others"" are. Furthermore, it fails to explain in detail the exact purposes for the collection and sharing of user data, only briefly mentioning ""fraud prevention"", ""directory assistance"", alluding to ""certain advertising purposes"" but not clearly defining what these entail. The policy doesn't address data minimization, there's no assertion that they are only collecting what's necessary, and does not clearly indicate how long the data would be stored or the measures taken to ensure data integrity and confidentiality."
82,Business,100K+,Good Standard,"IMDb's privacy policy demonstrates an adherence to the GDPR Article 5 principles. There is transparency in how data is collected, used, shared, and stored, providing clear and accessible information for the users (such as what personal information is collected, examples of automatic information collected, information from other sources, preferences the user can adjust, etc). It expresses the purpose of data collection explicitly for improving products and services, complying with the law, communication, advertisement, and fraud prevention. The principle of data minimization is reflected by allowing users to choose not to provide certain information, although it may limit their experience with IMDb Services. It addresses data accuracy by allowing users to update their information in account settings. The policy also outlines measures taken for data integrity and confidentiality, using encryption protocols and software for protection during transmission and maintaining physical, electronic, and procedural safeguards. Lastly, IMDb's privacy policy respects the principle of storage limitation by only keeping prior versions of updated information for their records. All these points meet the Good Privacy Policy Standards as defined by the GDPR."
83,Business,100K+,Good Standard,"The privacy policy provided by CPL Learning aligns with numerous standards detailed in GDPR Article 5 principles and can be considered good. The policy specifies the purposes of data collection including performance and learning monitoring, health data for support, and interactions with clients or service providers (Principle of Purpose Limitation). The policy also details its adherence to General Data Protection Regulation (GDPR), showing lawfulness in data processing activities. Moreover, it promises not to make personal information commercially available to third parties without prior permission or as described in their policy (Fairness principle). It also assures the security and confidentiality of the user data by mentioning its measures against unauthorised access, accidental loss, improper use and disclosure. Measures against data breach are also mentioned (Principle of Integrity and Confidentiality). The policy offers an option for users to stop CPL Learning from using their personal data for marketing purposes, indicating adherence to transparency and data minimization principles. Lastly, it provides contact details for users to discuss any concerns related to data protection and privacy policies, contributing further to its transparency."
84,Business,100K+,Good Standard,"The privacy policy outlined above demonstrates various qualities of a good privacy policy standard. Here are the specific sections that validate this classification:
1. Lawfulness and fairness: The policy explicitly states that users are under no obligation to provide any personal information, indicating that data collection is based on user consent, which is a legitimate basis for processing.
2. Transparency: The policy is transparent about the types of personal information it collects (name, email, telephone number, mailing address), and clearly states it does not collect sensitive personal data such as social security numbers or financial account numbers.
3. Purpose limitation: The policy asserts that the collected information is used to respond to user's requests for information or publications, which is a specified and explicit use.
4. Data minimization: The policy demonstrates restraint in data collection by stating it collects only what’s necessary for the stated purpose.
5. Data integrity and confidentiality: The organization does not sell, rent, or trade personal information, ensuring that personal data is handled responsibly.
However, the policy could be more explicit in detailing its strategies to ensure accuracy, the period of data retention (storage limitation), as well as security measures in place to protect user data."
85,Business,100K+,Good Standard,"The privacy policy document is comprehensive and has made an effort in covering all the principles outlined by the GDPR Article 5 principles. These include lawfulness, transparency, and fairness in data processing activities, as well as outlining the purposes for data collection, the types and scope of data collection, and how the data is used and safeguarded. Detailing on storage limitation, it assures users of the integrity and confidentiality of their data, outlining the security measures implemented to protect data against unauthorized access, accidental loss, destruction, or damage. The policy also provides information on how users can access, review, and correct their personal information, and outlines specific rights for California residents in compliance with the California Consumer Privacy Act. Despite the amount of data being collected, the policy demonstrates necessity of this data in order to operate effectively because of the nature of the company's service, and it explicitly mentioned that the data is not being sold. The policy also discloses how data might be shared with legal and necessary third parties, again showcasing transparency. Lastly, it informs users of their responsibility for the safety and security of their data by not sharing their passwords. The overall presentation of the policy is clear and detailed which shows commitment towards maintaining good privacy practices. However, it would be beneficial for users if the service provides a means to easily update or correct their data rather than contacting their Community Supervision Agency to do so."
86,Business,100K+,Good Standard,"The policy by Blue Yonder, Inc. and its subsidiaries is a good standard of privacy policy. This is evident in various sections of the policy, for some of which are highlighted below:
- The policy begins by describing how the user's information is collected, used, and disclosed, complying with the principle of transparency.
- The Data Subject rights are clearly discussed, outlining how users can access, update their information, and object to certain processing activities.
- In respect of the principle of lawfulness, the policy mentions that it seeks user consent and explains how it can be withdrawn — evidencing a legal basis for processing.
- Adherence to data minimization is seen where they state that they only collect necessary data.
- As per the principle of accuracy, they encourage users to update and correct their personal data.
- Storage limitation is addressed by declaring that Personal data will be retained as long as necessary to fulfill the purposes or to comply with legal requirements.
- Integrity and confidentiality are addressed by outlining their commitment to protect and secure Personal Information with industry-standard measures.
Although explicit details about their security measures or time frames for data storage aren't mentioned, it seems to align with the principles of GDPR and suggests a good standard of privacy policy."
87,Business,100K+,Good Standard,"The privacy policy covers all principles that are required. It articulates responsibility and accountability in handling personal data, stating a designated Privacy Officer along with consistent security measures taken. The policy highlights a clear purpose for data collection, uses a transparent language, the user's consent is required for data collection, use or disclose, information is retained only until it is necessary, possible data breaches are attended to, there's specificity about the security measures being taken to protect personal data, data accuracy is also monitored and updated, and data minimization is indicated via the 'Limiting Collection' section. The policy furthermore ensures the confidentiality of the data mentioning the secure measures in place protecting the data from unlawful access. It complies with lawfulness, fairness, and transparency of GDPR. However, the policy could improve on demonstrating the storage limitation principle by providing a more explicit duration for which data is retained. Overall, the privacy policy adheres to the principles of GDPR making it of Good Standard."
88,Business,100K+,Bad Standard,"The reason is the document doesn't provide any specific information related to data processing, such as the legal basis for processing, data minimization, accuracy, storage limitation, or the measures taken to ensure data integrity and confidentiality. It merely mentions ""the terms and conditions under which we provide services to you"", without outlining any specifics required under the GDPR principles. Therefore, it cannot be considered a privacy policy."
89,Business,100M+,Good Standard,"This privacy policy document meets the Good Standard based on the GDPR Article 5 principles.
The document delivers particularly well on the principle of transparency. It informs users about the kind of information being collected, and why (e.g. location information being collected to improve Microsoft services). Clear information is given about how to change respective settings within each application to control data-sharing (e.g. disabling location services in Camera app).
The policy is comprehensive in outlining how each Windows application handles data, while adhering to the principle of purpose limitation. For example, the Mail and Calendar app only collects data necessary for providing the user with weather information and syncing account data.
Accurate data collection is ensured across applications with the ability to delete or change the data at any time, upholding the data accuracy principle. Additionally, the integrity and confidentiality of personal data are secured as most processing is performed on the user's device, or through secured connections (e.g., SSL).
However, better clarity could be provided regarding data storage durations to fully uphold the storage limitation principle, and reassure users of thorough compliance with all GDPR principles."
90,Business,100M+,Good Standard,"The privacy policy shows respect for the principles of lawfulness, fairness, transparency, purpose limitation, data minimization, accuracy, storage limitation, integrity, and confidentiality. It clearly states under which situations Adobe collects user data (for instance when using social sign-on services or when visiting physical offices). Additionally, it outlines that any data collection and processing activities are carried out with the user's consent and in accordance with the user's explicit instructions, for example, when editing and organizing content with identifiable characteristics. It also mentions that Adobe acts only on behalf of the user when collecting and processing personal data and takes prompt action to delete this data when it's no longer needed or when the user disables the corresponding feature. Furthermore, the policy prompts users to consult other companies' privacy policies when Adobe services include third-party buttons, tools, or content, demonstrating transparency and honesty in how user data are handled."
91,Business,100M+,Good Standard,"The privacy policy of this application generally adheres to the principles defined by GDPR Article 5. The policy is transparent about how data is collected, used, shared, and stored. The policy clearly states the legal basis for processing data, such as user consent or legitimate interest and ensures that data processing does not unjustly affect the user. For example, it explains about how location data and search history are used in the Maps app, how location and other embedded data in photos/videos are handled in the Camera and Photos apps, and how contact and recent interaction data is managed in the People app. The policy also explains how users can manage their privacy settings. The policy appropriately addresses data minimization and accuracy by clarifying that services like Bing only collect necessary and relevant data. Also, the policy addresses storage limitation as it lets users know that they have the power to delete their backed-up messages and remove accounts at any time. Finally, the policy maintains data integrity and confidentiality by stating that they have security measures in place to protect the collected data and that certain data is processed on-device and is not shared with the cloud or Microsoft."
92,Business,100M+,Good Standard,"The privacy policy provided from Cisco adheres to good privacy standards based on the principles outlined in the GDPR Article 5. There are several reasons for this conclusion:
1. Lawfulness, fairness, and transparency: Cisco's commitment to these principles is explicitly stated. They note that their policies are designed to comply with applicable laws and to maintain customer trust (fairness). They also express commitment to protecting personal data and being transparent about their data practices.
2. Purpose limitation: Cisco states they collect personal data for specific reasons, such as processing orders, providing services, and sending communications. They also mention they won't use the data for different purposes without permission.
3. Data minimization: While this isn't explicitly mentioned, their dedication to compliance with global principles suggests adherence to this principle.
4. Data Accuracy: Cisco allows for combining obtained information for improved accuracy and completeness.
5. Storage Limitation: While the policy stops short of defining specific storage limitations, it does express an ongoing commitment to data security.
6. Integrity and Confidentiality: The company demonstrates a commitment to data security, promising to protect personal data against unauthorized use or disclosure. There is also a mechanism defined for resolving any disputes and concerns regarding data security.
The reasons above make this policy appears well-aligned with the principles of GDPR Article 5, thereby, classifying it as a good standard privacy policy."
93,Business,500+,Good Standard,"The privacy policy document provided by Generis Enterprise Technology Limited is a Good Standard. The document provides clear examples of how the company collects, processes, and stores personal data in line with the principles of lawfulness, fairness, and transparency. Notably, the document identifies the lawful bases for data processing and offers clear insights into the specifics of data collection, purpose limitation, data minimization, accuracy, storage limitation, integrity, and confidentiality. Furthermore, the document goes into detail about the rights of data subjects, thereby enhancing transparency. Lastly, the policy features a clear mechanism for regular review and updates, effectively upholding the principles of lawfulness and fairness."
94,Business,500+,Good Standard,"The policy adheres to good privacy policy standards.
1. Lawfulness, Fairness, and Transparency: The policy lays down clear terms and definitions for the user to understand. It comprehensively explains the types of personal data collected and how it is used and shared.
2. Purpose Limitation: The policy explicitly mentions why data is being collected, what it's used for, and with whom it may be shared, including service providers, affiliates, during business transfers, and other users on the platform.
3. Data Minimization: The policy only collects necessary data, including personal data, usage data, and information collected through the application (only after obtaining prior user permission).
4. Accuracy: Although the policy does not directly address accuracy, it can be implied that the company values accurate data as it's relevant to the different functionalities of their service.
5. Storage Limitation: The policy mentions the company will retain the personal data only for as long as necessary to fulfill the mentioned purposes, indicating adherence to the storage limitation principle.
6. Integrity and Confidentiality: The privacy policy mentions measures taken to ensure data security, though not guaranteed 100%, and it describes the actions in case of law enforcement requirements and legal liabilities.
Despite these good features, it could take a more detailed approach regarding user rights pertaining to their data and more explicit terms addressing data accuracy."
95,Business,500K+,Good Standard,"The policy is comprehensive and provides detailed information about what data is collected, the reasons for data collection, how data is used, and shared. It also mentions user consent for the collection of specific types of data like facial recognition information. Measures for data security are highlighted and there are stipulations on data retention, along with contact information to exercise users' rights related to their personal data, which aligns with the GDPR principles. Also, Amazon makes it clear that they stand behind their promises and will not alter their policy to make it less protective without user consent, showing transparency and accountability. However, users should review the policy frequently for changes and updates. The policy also provides state-specific disclosures to meet regional legal obligations."
96,Business,500K+,Bad Standard,"| Bad | The privacy policy document here has several significant failings. Though it provides information about the types of data collected - including personally identifiable information and usage data - it does not clarify the legal basis for such data processing. Essentially, it fails to conform to the lawfulness principle. Moreover, the document does not state the specific data collection purposes, which contradicts the purpose limitation principle. Furthermore, the document permits an excessive amount of data collection without demonstrating its necessity for rendering the service, thus failing the data minimization criteria. Additionally, the document does not explain how long the data is stored or how users can update or rectify their data, disrupting both the storage limitation and accuracy standards. Lastly, it lacks information on the security measures in place to protect data, ignoring principles of integrity and confidentiality.|"
97,Business,500K+,Good Standard,"The SquirrelVPN Privacy Policy adheres to many of the Good Privacy Policy Standards. It demonstrates the principle of lawfulness in how it outlines its data collection purposes and how it is based on user consent, contractual obligation, and legitimate interests (GDPR line). It exhibits fairness in not detrimental affecting users and transparency with clear explanations on data handling, including what is collected, how it's used, how long it's stored, and how it’s secured. Data minimization is shown through collecting only necessary data. Integrity and confidentiality are assured through robust security measures. However, there is room for improvement as the policy does not extensively detail how accuracy and storage limitation is ensured, and it would be beneficial to explicitly mention third-party data sharing rules. Overall, it's a reasonably solid policy with areas that could be better defined."
98,Business,500K+,Good Standard,"The privacy policy overall meets the requirements of a Good Standard. It is transparent and clear in its explanations of why and how data is gathered, and how it is used (e.g., ""We will not request for your personal information unless we are obligated to do so..."", ""We may also draw upon this Personal Information and Content in order to modify and customize the Services...""). It provides examples of the kind of personal data that may be collected. The policy explicitly states that users have control over the sharing of their data and that steps are taken to protect user data. It also mentions how it actively makes the personal information and content visible only to the private groups you are part of and provides an option to modify these settings. Thus, it has fairness, lawfulness, transparency, data minimization, accuracy, storage limitation, integrity, and confidentiality. The only minor shortcoming is that it does not explicitly mention the timeframe for which data is stored, but it does mention a 'recording subscription period,' which suggests some form of a time limitation. It also provides updates to the policy suggesting fairness in its process.|"
99,Business,500K+,Bad Standard,"The document mentioned does not provide any concrete information with regards to data privacy. It does not mention any specifics on how user data is collected, used, shared and stored which contravenes the principles of lawfulness, fairness, transparency, purpose limitation, data minimization, accuracy, storage limitation and integrity & confidentiality."
100,Business,500K+,Good Standard,"The privacy policy is clear, open, honest and detailed. It lists several areas where personal data is processed, specifying the exact purposes for data collection and citing the legal basis for each. There are examples of commitment to data minimization and transparency. For instance, there are references to sending notifications only when consent is given (in accordance with the principle of lawfulness). It states clear mechanisms for ensuring the accuracy of data, and identifies situations where storage limit comes into effect (such as when investigating, detecting and preventing suspicious activity). Comprehensive security measures are also outlined to ensure the protection of data from unauthorized access and accidental loss."
